logFC	logCPM	F	PValue	FDR
Zm00001eb214660	-0.298130485232148	5.48374882732004	43.047475737618	0.00020950864327276	0.000664822487010585
Zm00001eb051500	0.79531984630193	1.21885998239259	43.0194301673771	0.000209962753034383	0.000666188349370625
Zm00001eb342870	-1.60934800954537	-0.829462705070902	43.0145768560854	0.000210041463026855	0.000666362936490476
Zm00001eb007580	1.53502695725853	-0.146796767752893	43.0063614089278	0.000210174784225871	0.000666710720420641
Zm00001eb430350	-0.447401663189536	3.05512856339628	42.9645009157502	0.000210855759950961	0.000668795484832055
Zm00001eb028710	-0.318711579025574	6.69522879720229	42.9605851382761	0.000210919602969832	0.000668922569039932
Zm00001eb235750	-3.21597831575396	-1.92661424459961	42.9325144990516	0.000211377982136256	0.000670300738212516
Zm00001eb043340	0.650715603601925	2.42404817622614	42.928325333772	0.000211446496701701	0.000670442436403207
Zm00001eb330190	0.281563872436302	6.0836037869929	42.9203286418772	0.00021157736180183	0.000670781777882879
Zm00001eb231040	0.749497397307686	2.88898031063388	42.9136876224953	0.000211686119058149	0.0006710509604036
Zm00001eb031300	-0.381368373255354	4.45111342239148	42.8940355321412	0.000212008366375738	0.000671996775531209
Zm00001eb142700	-0.811933310551007	1.29075884332352	42.8884366136872	0.000212100288421876	0.000672212404467846
Zm00001eb276940	0.875767335625604	0.392705553526279	42.8854540908526	0.000212149275459897	0.000672291925635135
Zm00001eb072570	0.291178592715782	5.25088427012979	42.8663773290722	0.000212462943095904	0.000673210095850902
Zm00001eb381240	0.660163512426698	2.17398437291496	42.8549859932982	0.000212650522712443	0.000673728581755841
Zm00001eb012780	0.503684138660476	2.91880958550348	42.8442944058754	0.000212826769619778	0.000674211050161337
Zm00001eb378780	-0.551997640527613	2.25920079973607	42.8203102664819	0.000213222809709523	0.000675389611390197
Zm00001eb061610	-0.320623382432722	5.22516380416842	42.7982517065974	0.000213587873940799	0.000676469801356572
Zm00001eb120570	0.325232319919416	4.34944169194553	42.7854790048312	0.000213799619512286	0.000677064216046675
Zm00001eb061640	-0.478828275989251	3.29954024888542	42.7772776052861	0.000213935721648568	0.000677418974998403
Zm00001eb352310	-0.320231931548445	5.10117840697558	42.7690351364599	0.000214072615382935	0.000677776160385268
Zm00001eb181810	-1.43521004133404	0.30848219794386	42.7667147094068	0.000214111173743707	0.000677821960403449
Zm00001eb328460	0.381189966424519	3.59002658708314	42.7473514464974	0.000214433273194789	0.000678765268683865
Zm00001eb157540	0.293253877712748	6.36909952190325	42.7416977874784	0.000214527434539887	0.000678986932539675
Zm00001eb414450	2.25215463327992	-1.70181728706905	42.7358876181854	0.000214624256865188	0.000679216967676625
Zm00001eb307230	-0.590386962094442	2.88610751007696	42.7340643766496	0.000214654651238679	0.00067923675154077
Zm00001eb271240	-0.482795995563593	3.80196683601232	42.7251651474806	0.000214803083861149	0.000679585065191362
Zm00001eb203460	-2.23353281750444	-1.6379242209645	42.7245686838323	0.000214813037063581	0.000679585065191362
Zm00001eb297280	-0.304948778754001	6.8583082914557	42.7119080451655	0.00021502444262936	0.00068017738575831
Zm00001eb239550	0.408627641798824	3.23956751767967	42.6957771899948	0.000215294173465385	0.000680930007190591
Zm00001eb066620	0.675307900197183	1.99198723945933	42.6947851917316	0.000215310775004176	0.000680930007190591
Zm00001eb128420	-0.385641505998083	3.84048607763737	42.6566799741395	0.000215949706349668	0.000682873894396038
Zm00001eb323620	0.291189716761364	6.81245402217503	42.6455307935749	0.0002161371026668	0.000683389665815662
Zm00001eb316990	0.422682282568362	6.53280683979574	42.6402121153576	0.000216226571653357	0.000683595726137269
Zm00001eb259890	-0.489774408034358	2.77141755480578	42.6359038586036	0.000216299077901247	0.000683748118839738
Zm00001eb274520	-0.67276122120619	1.48424053836373	42.633105750666	0.000216346185361883	0.000683820197615012
Zm00001eb309340	-0.621416226368237	3.23133899370927	42.631518220209	0.000216372917932516	0.000683827867121254
Zm00001eb318310	-0.455569073296125	3.15767122477404	42.626063261505	0.000216464806221618	0.000684041430780524
Zm00001eb072110	-0.60268421829109	2.03749308811729	42.6218003089506	0.000216536649517197	0.000684191610233247
Zm00001eb040550	-0.308665728848091	5.14348934500276	42.620049246918	0.000216566168774118	0.000684208039561037
Zm00001eb312420	-0.950018291879769	0.609509655687246	42.6026530001322	0.000216859708951478	0.000685058505686154
Zm00001eb389660	0.485261801737975	6.9354871997075	42.598163826115	0.0002169355396159	0.000685221115027927
Zm00001eb277260	-0.454835670979955	3.82717374276788	42.5876325184648	0.000217113564602319	0.000685706446623444
Zm00001eb265240	0.389949582241846	6.60634295566101	42.5807731555979	0.000217229616765138	0.000685995963415692
Zm00001eb163970	-0.586480045455888	2.16929171660419	42.5754111355421	0.000217320390147969	0.000686178234945979
Zm00001eb315470	-0.33188456147504	4.46139763168082	42.5744825655183	0.000217336114722529	0.000686178234945979
Zm00001eb008900	0.330719263979922	4.58657149992953	42.5587536958886	0.000217602688309514	0.000686942777479786
Zm00001eb140940	0.37062325968114	3.82684022089017	42.5532838010153	0.000217695488912453	0.000687158631780876
Zm00001eb237110	-0.812336774310006	0.873415520408563	42.5396066554452	0.00021792774969949	0.000687814596146001
Zm00001eb328240	-0.563141058774811	2.21717888830031	42.53709159002	0.000217970493708773	0.000687872335390086
Zm00001eb121480	0.319382559476023	7.80382536912383	42.5335135934297	0.000218031320645854	0.000687987121472686
Zm00001eb351870	0.60384779241356	2.47690239318011	42.5026580397273	0.000218556762546392	0.000689567787089849
Zm00001eb014890	-0.287497617790149	5.73359848462898	42.4885018355715	0.000218798363907086	0.000690252654200712
Zm00001eb243000	0.537751597369304	2.81065268374943	42.4789014030907	0.000218962404339114	0.000690692710357286
Zm00001eb179540	0.295704100754775	4.93379179459662	42.4702111230992	0.000219111026901702	0.000691084039333238
Zm00001eb229450	0.300952835608108	6.896661019323	42.4579865389503	0.000219320309021837	0.000691666581551437
Zm00001eb172890	-0.672189453198268	2.50871504320327	42.4551242568	0.00021936934704724	0.000691743690857102
Zm00001eb078350	0.306364742578273	6.68053843182529	42.4282656070648	0.000219830176665119	0.000693075388792282
Zm00001eb036680	0.688934827042923	1.20405847918075	42.4276396222797	0.000219840931598149	0.000693075388792282
Zm00001eb085230	-1.18486536763983	0.860182013680925	42.4202807748118	0.000219967412387192	0.00069339643474524
Zm00001eb058890	-0.764765369824253	1.77926857011971	42.4163122788987	0.000220035659305588	0.000693533860509008
Zm00001eb193680	0.585208502833181	2.74104839555016	42.3858962136227	0.000220559616939345	0.0006950848547093
Zm00001eb324140	-0.900789686794124	1.46214499974258	42.384198209105	0.000220588913677471	0.0006950848547093
Zm00001eb043120	-0.319773306652444	4.85533159719354	42.3834480727868	0.000220601857812588	0.0006950848547093
Zm00001eb092060	-1.44520405544703	-0.890516761497002	43.9222889726607	0.000220687494492193	0.000695276816354238
Zm00001eb315130	-0.615177102904641	2.29600611283522	42.3396622286544	0.000221359075554383	0.000697314548387304
Zm00001eb114730	0.54029306910209	2.35556824392145	42.3299032234707	0.000221528290815939	0.000697769473109675
Zm00001eb049170	-0.39382788757355	4.7939403361574	42.3283503012257	0.000221555232586598	0.000697776213320423
Zm00001eb215830	0.79312880070045	1.62097458519611	42.3259292141974	0.000221597244456503	0.000697830409171621
Zm00001eb202810	-0.506133889497993	3.33877276524417	42.3189424047811	0.000221718539260732	0.000698134234310178
Zm00001eb126370	-0.382186875975089	4.02744886346736	42.3125834004261	0.000221829007785483	0.000698403906114232
Zm00001eb321170	0.364953895655171	3.86119104348246	42.3092155698107	0.000221887541789496	0.000698510025814667
Zm00001eb046300	-0.502562615306913	3.21780849092786	42.3045712152157	0.000221968294141641	0.0006986860581093
Zm00001eb220930	-0.313058114819536	5.13818723457151	42.2885324199806	0.000222247449009555	0.000699417323896674
Zm00001eb207290	0.292985753196433	4.86503034662101	42.2883668390409	0.000222250333249316	0.000699417323896674
Zm00001eb248780	0.321281238040413	4.27114203688267	42.2860787452241	0.000222290194184664	0.000699464525577826
Zm00001eb031820	0.410392003088543	3.32471181969368	42.2833643254449	0.000222337493842104	0.000699500462943771
Zm00001eb059900	-0.293697394371401	5.24869530470272	42.2825697809694	0.000222351341441179	0.000699500462943771
Zm00001eb349820	-0.350705131062656	4.15559026205559	42.2808246576007	0.00022238175987816	0.000699517937434274
Zm00001eb390480	-0.384787130610731	5.54747343866404	42.2680497211498	0.000222604593701804	0.000700140596892851
Zm00001eb113430	-1.3193944444492	-0.295670612478032	42.2560491674917	0.000222814176376791	0.000700721444017956
Zm00001eb273850	-0.400306038241519	3.82088658922169	42.24901551641	0.000222937130614981	0.000701000786878988
Zm00001eb176120	-0.531339103101133	2.91686643248139	42.2476915164779	0.000222960284830652	0.000701000786878988
Zm00001eb067080	0.417028477062558	4.32136053805178	42.2466928938649	0.000222977750827471	0.000701000786878988
Zm00001eb126690	0.286760065259042	5.8146810547814	42.2428538179785	0.000223044912662746	0.000701133583559072
Zm00001eb218390	-0.563021059560187	3.0144964601627	42.2394663244414	0.000223104195572418	0.000701241586217674
Zm00001eb285640	-0.390128744069964	4.55664113739232	42.2292988962291	0.000223282250201823	0.000701722835922484
Zm00001eb003730	-0.445998632426117	11.007481364591	42.207042242173	0.000223672640129031	0.00070284932465598
Zm00001eb040680	0.448393579705686	2.93603506359065	42.2060164427545	0.00022369065376305	0.00070284932465598
Zm00001eb180670	0.30622378891672	7.61165322807803	42.1971418498994	0.000223846573144833	0.00070326069110628
Zm00001eb144430	-0.28637214428872	5.22664347200608	42.1599945348628	0.000224500710101261	0.000705237045331496
Zm00001eb240150	-3.18822474719112	-1.94710784733883	42.1472496533764	0.000224725693169148	0.000705864982876054
Zm00001eb394660	0.305764790832769	4.74067486815703	42.1387208954718	0.000224876408524598	0.000706259530858567
Zm00001eb393570	1.07264345310566	-0.051711747495758	42.1251447845605	0.00022511658076404	0.000706856013751731
Zm00001eb393580	1.07264345310566	-0.051711747495758	42.1251447845605	0.00022511658076404	0.000706856013751731
Zm00001eb169320	-1.40318950507057	0.197572460770902	42.1158576227074	0.00022528106434357	0.000707293545836624
Zm00001eb367100	-0.516560016173097	2.41346775460238	42.1131937419366	0.00022532827190737	0.000707347813377506
Zm00001eb012720	0.491165732597096	3.19642188103415	42.112044979745	0.000225348633372524	0.000707347813377506
Zm00001eb358890	0.34304501953617	6.12661013924948	42.0956849452518	0.000225638861950997	0.000708179801665478
Zm00001eb209820	-1.13428082536147	0.555310476550212	42.0912935048553	0.00022571684672549	0.000708345539963742
Zm00001eb237550	0.923956225901288	0.317991393135491	42.088268251925	0.000225770590018274	0.000708435175058455
Zm00001eb202220	-0.60508656350394	1.87948502699563	42.0743034513598	0.000226018882386192	0.000709135188697796
Zm00001eb139790	0.430260583543271	3.61823577815883	42.0670480365402	0.000226148018609069	0.000709436820111663
Zm00001eb418940	0.35003571395609	4.25906929845366	42.0660689296294	0.000226165452462554	0.000709436820111663
Zm00001eb229340	1.17652555010405	-0.160676128620171	42.057087598797	0.000226325451973911	0.000709859561408473
Zm00001eb147200	-0.423979662394892	4.14933273778261	42.049548206093	0.000226459873997168	0.000710201994764946
Zm00001eb032600	1.09730187421884	2.1511064918046	42.0460447404425	0.000226522372552813	0.000710252973951802
Zm00001eb114110	-1.00127438995394	0.978955158790716	42.0458066702798	0.00022652662029109	0.000710252973951802
Zm00001eb308160	0.357722859102006	3.80927563024256	42.0302137263797	0.000226805054310963	0.000711046734787679
Zm00001eb325430	-0.678316041951581	1.68255676084464	42.0212462246256	0.000226965377114112	0.000711450160346784
Zm00001eb173820	-0.410306360499868	4.63660545826451	42.0195285945035	0.000226996101551592	0.000711450160346784
Zm00001eb051730	-1.48768548429689	-0.544436585273206	42.0187740589673	0.000227009600107808	0.000711450160346784
Zm00001eb389150	-0.405689218233593	3.39548338846498	42.0156077145966	0.000227066256687528	0.00071154845908297
Zm00001eb331900	-0.397761655295043	3.52293111335982	42.0081703335523	0.000227199406639684	0.000711813911570828
Zm00001eb324460	-1.81324535289501	-1.23782025117525	42.0080496279702	0.000227201568419209	0.000711813911570828
Zm00001eb225470	0.418806894955085	3.84813581575916	42.0044230571685	0.000227266530670093	0.000711938155425053
Zm00001eb044420	-0.357412819159673	4.536839640637	42.0001246127925	0.000227343558422793	0.000712100163957567
Zm00001eb210910	-1.22855433155156	-0.240852010097003	41.9960655732344	0.000227416326275279	0.000712248794771091
Zm00001eb416340	0.332924498640488	5.12178458486404	41.9941316510296	0.000227451006716341	0.000712278119207206
Zm00001eb205020	0.333574034877869	4.6760721568147	41.9800038716058	0.000227704558251533	0.000712992770378257
Zm00001eb180540	-0.347842940777944	4.22065563178806	41.9500617749697	0.000228243108485245	0.000714599556434885
Zm00001eb320910	-0.379243053981549	4.26759641387753	41.9348139474224	0.000228517978896413	0.000715380529461633
Zm00001eb367330	-0.687998836510882	2.20779310308845	41.9160373331183	0.000228857035804925	0.000716346267419096
Zm00001eb032200	0.309977037738162	5.43387859338404	41.9149110435804	0.000228877393823497	0.000716346267419096
Zm00001eb094560	0.626714326131649	1.99436340370374	41.9044505936395	0.000229066578668673	0.000716858634512176
Zm00001eb255450	0.311685014417433	5.1973468554024	41.9009240132772	0.000229130403867122	0.000716978621109734
Zm00001eb186820	0.34256808807194	5.12754307437497	41.8956919016806	0.000229225137631711	0.000717195287158647
Zm00001eb066590	0.328233467858708	5.57857890046652	41.8769500859223	0.000229564886525251	0.000718178418492317
Zm00001eb118020	-0.5843152905703	2.05880358808943	41.8691979561781	0.000229705601568622	0.00071853873632773
Zm00001eb405730	-1.17021746579957	0.124408939975317	41.853604602618	0.000229988978341417	0.000719345182507773
Zm00001eb230520	-0.581637285320539	2.67097194320052	41.846706388416	0.000230114479629183	0.000719657711192467
Zm00001eb289780	0.646112506517056	2.12871835574835	41.8450977757556	0.000230143758015487	0.000719669277315517
Zm00001eb335510	-1.42603452645632	0.639088020459511	41.8289463842613	0.000230437990201971	0.000720509270542595
Zm00001eb389450	-1.16960783854062	-0.382703347746933	41.823221443504	0.000230542396074483	0.000720755614085954
Zm00001eb179510	0.32293493969082	5.1817600259932	41.8011551625929	0.00023094537762263	0.00072193525044834
Zm00001eb027970	0.284763294376357	6.17083606224316	41.7858458764359	0.000231225482566347	0.000722730555107388
Zm00001eb325000	-0.356633058467204	5.14523907101246	41.7816002678496	0.000231303237792224	0.000722893278387738
Zm00001eb149060	-4.23522271211534	-1.1241137097742	41.7749230097324	0.000231425593601265	0.00072319534048406
Zm00001eb020060	-0.76964758144061	2.53131699716424	41.7690117152991	0.000231533981787296	0.000723453692092824
Zm00001eb131210	-0.791546894719784	1.29068872165382	41.7673326818201	0.000231564779842082	0.000723469574245102
Zm00001eb368050	1.01536180287774	1.20999880276456	41.7634841994846	0.000231635390993489	0.000723609825695183
Zm00001eb014870	0.388810738772615	4.14772332641831	41.7532725336903	0.000231822884109668	0.000724115135066215
Zm00001eb195550	0.675326119446773	2.92769483322372	41.7470353971972	0.000231937496282456	0.000724392708748958
Zm00001eb098230	0.495311345384625	2.64493590573232	41.7358532930684	0.000232143154913747	0.00072495454771266
Zm00001eb345440	-0.328322930385193	4.95036693421874	41.721376260579	0.000232409754670731	0.000725706552486832
Zm00001eb121510	-0.5601188285456	2.08181162907893	41.7110139796821	0.000232600816821798	0.000726222548048438
Zm00001eb386190	0.367674840001409	4.81460478200023	41.6892666571195	0.000233002443270805	0.000727395776629032
Zm00001eb345430	-0.331455836186013	4.94723000413939	41.6870595476881	0.000233043252697722	0.000727442457716379
Zm00001eb086680	0.281935771603412	5.31653400871992	41.681354916348	0.00023314877301004	0.000727691100495281
Zm00001eb192640	-0.328387767881031	5.1823421813874	41.6777700850263	0.000233215113549332	0.000727817415928663
Zm00001eb133000	0.415424482831615	3.5104229060474	41.662940034196	0.000233489809991783	0.000728593868046676
Zm00001eb113970	0.636884485950251	1.47577282107203	41.6598497651953	0.00023354710226327	0.000728691823785608
Zm00001eb419480	-0.295442689047955	5.60653737646725	41.6480220441107	0.000233766546955189	0.000729295634512895
Zm00001eb145450	0.440745509331667	3.77495958157477	41.6456369180991	0.000233810830690637	0.000729352911703112
Zm00001eb336820	-0.502495212018885	2.77564029345999	41.6359309734379	0.000233991146417447	0.000729834469324664
Zm00001eb141980	-0.306485767196703	5.15161220068561	41.6237212344013	0.000234218226329065	0.000730461764720311
Zm00001eb296790	-0.418636150201489	3.77815356443696	41.6190272494471	0.000234305600209252	0.000730653264939824
Zm00001eb220970	0.356139209621147	4.8979383505245	41.6107462047635	0.000234459843858865	0.000731053224772836
Zm00001eb030990	-0.572037783469977	2.50701380903629	41.6042181584522	0.000234581526198175	0.000731351580015454
Zm00001eb249600	-0.597341865773576	3.30754156874467	41.5850338936891	0.000234939580611361	0.000732386721431582
Zm00001eb019600	-1.07118551516695	7.59524617201618e-05	41.5821435443711	0.00023499358568572	0.000732473913104591
Zm00001eb054160	-0.296951239965589	5.72558161772618	41.5743572650127	0.000235139147224735	0.000732846434919762
Zm00001eb279220	-0.497288447712563	3.31211022680284	41.5679006094024	0.000235259938163984	0.000733141681469376
Zm00001eb351980	-0.468481613968612	2.86761717156577	41.5573203300793	0.000235458042898974	0.000733677769290035
Zm00001eb200300	0.292555375982723	4.68028272892685	41.5514710653451	0.000235567654568036	0.00073393802808606
Zm00001eb109690	-0.286239094515899	5.10813227949112	41.5498261831666	0.000235598490248138	0.000733952820799593
Zm00001eb297410	-0.675852735983006	2.72933840585475	41.5401761688859	0.000235779496156144	0.000734435379191426
Zm00001eb427440	-0.531408609178371	2.29356520997618	41.531143299938	0.000235949085100282	0.000734882271693937
Zm00001eb166460	-0.368607748077034	6.09260107907493	41.5028094023316	0.00023648204266947	0.000736460680591419
Zm00001eb007570	-0.36132779700787	4.3869701918359	41.4687426266077	0.000237124845853028	0.000738327080574364
Zm00001eb357760	-0.30949583833958	4.57752725887526	41.4682667023998	0.000237133841617614	0.000738327080574364
Zm00001eb139650	-0.451395097967496	3.2640494488217	41.4563587052343	0.00023735906281478	0.000738946539031872
Zm00001eb258380	-0.530449809192943	2.97499114811388	41.4523942258168	0.00023743410458586	0.000739098373358994
Zm00001eb361710	-0.347470466511926	4.59314511277014	41.4506115043984	0.000237467858630982	0.00073912166552982
Zm00001eb032360	0.69847165167215	1.63411672428707	41.445666235926	0.00023756152400644	0.000739331406681106
Zm00001eb244470	-0.760818494333306	1.60559777623519	41.4324380285348	0.000237812300581338	0.000740030003822073
Zm00001eb359030	-0.393797468286159	5.65947942431113	41.429767522151	0.000237862967756409	0.00074010581009277
Zm00001eb067700	0.288834458449307	6.82504849248499	41.4229132715157	0.000237993074873431	0.000740428748035953
Zm00001eb266280	-0.588227821128615	2.23237734176925	41.4075998196654	0.000238284078479135	0.000741252130023441
Zm00001eb080280	0.419998740751968	4.85028471167206	41.4008748139357	0.000238412016414055	0.000741568122696853
Zm00001eb074310	-1.22978214536501	-0.0126273809978488	41.3952231289691	0.000238519602237176	0.0007418207483242
Zm00001eb304750	-0.568311033635316	2.75810378779443	41.3923465626904	0.000238574384231778	0.000741909110862922
Zm00001eb056880	-0.6383390730196	2.17414761694724	41.3825433398969	0.00023876119824828	0.000742407996409937
Zm00001eb086030	-0.586897597851933	2.15809536327544	41.3735967906767	0.000238931848121621	0.000742856516195568
Zm00001eb169380	0.720783059714027	1.26936556449838	41.3573745159931	0.00023924167027842	0.000743737585813599
Zm00001eb336550	-1.60911322192753	-0.654420817610028	41.3472963685926	0.000239434403487883	0.000744254503118781
Zm00001eb090870	-1.01237086826609	0.872366093273878	41.3191281930961	0.000239974127083713	0.000745849767054042
Zm00001eb025030	-0.299938013528645	5.02672166802757	41.3141026569411	0.000240070581328115	0.000746067130794786
Zm00001eb083610	-0.93882720011574	0.681514781133989	41.3108494379247	0.000240133045855052	0.000746178828372658
Zm00001eb433610	0.554051155937215	2.17328625540568	41.3044876553561	0.000240255256620765	0.000746476133602274
Zm00001eb244500	0.431427810081665	3.7856111873095	41.3010503589257	0.000240321320209079	0.000746598942442825
Zm00001eb343980	0.326238659069964	4.9526578253624	41.2933531198575	0.000240469341421645	0.000746976311312418
Zm00001eb128190	-0.298587708180452	5.00356671518406	41.2879724703715	0.000240572881875352	0.000747215440348989
Zm00001eb086570	-0.446463240933656	4.90990873062951	41.2841633752359	0.000240646214705164	0.000747360702562654
Zm00001eb225950	-0.577338036296806	2.31563224828503	41.2669676492857	0.000240977618367259	0.00074830731955237
Zm00001eb405720	-1.23700952451368	0.278284115863623	41.2557492197386	0.000241194135055173	0.000748897008679201
Zm00001eb336800	0.312605616596969	4.38623337101086	41.2534157586192	0.000241239201867651	0.000748954282205308
Zm00001eb170690	0.302163302834843	7.58745787232437	41.244141427263	0.000241418424692238	0.000749427999590799
Zm00001eb164180	-0.690697530592147	1.76789933582238	41.2233145908972	0.000241821507234435	0.000750521041316241
Zm00001eb390680	-0.54594045793134	2.90384136654707	41.2231917560651	0.000241823887095035	0.000750521041316241
Zm00001eb346750	0.433363194502571	4.28734003231561	41.2152815989952	0.000241977204437142	0.000750914038124262
Zm00001eb373300	-0.336185131757297	4.31393221094013	41.2093008840985	0.000242093206030739	0.000751191161185486
Zm00001eb052950	0.560446300661958	5.11580858711751	41.189213005608	0.000242483342839324	0.00075226733214482
Zm00001eb013980	0.3314820650486	4.67807702547673	41.1886900047429	0.000242493510884388	0.00075226733214482
Zm00001eb179690	-0.539340711368712	3.52011235587684	41.1814459700483	0.000242634402794053	0.00075251445744775
Zm00001eb294490	-0.305044388730572	5.02640662544691	41.1806086208535	0.000242650695360863	0.00075251445744775
Zm00001eb091110	0.346149205732883	7.93471803245378	41.1804688890005	0.00024265341430177	0.00075251445744775
Zm00001eb409440	0.316305211830365	6.80034193101383	41.1780144167301	0.000242701180362544	0.00075257963279178
Zm00001eb068330	0.639504161527145	1.75942791584613	41.1621956400931	0.000243009311368189	0.000753452057089775
Zm00001eb075980	-0.801303308451766	1.57791112787546	41.150168328589	0.000243243919197496	0.000754096355118717
Zm00001eb329130	-0.351724438512651	4.80292576283351	41.1412188625306	0.00024341867507411	0.000754498828161975
Zm00001eb327980	-0.352632693985035	4.09486117204299	41.1399012199232	0.00024344441799491	0.000754498828161975
Zm00001eb218890	-0.372537758306711	3.68729190460884	41.1394007606513	0.00024345419641908	0.000754498828161975
Zm00001eb003750	-0.590616014460641	2.25899811669261	41.1350625609489	0.000243538980825009	0.000754617949476515
Zm00001eb310370	0.88481080891293	1.09071809202472	41.1346892795617	0.000243546277857637	0.000754617949476515
Zm00001eb407520	-0.322113320129382	4.46378371825706	41.1301036149124	0.00024363594249723	0.000754812642464165
Zm00001eb351820	-0.336663292385357	4.09070941209635	41.112616628847	0.000243978252029881	0.000755780888874094
Zm00001eb222070	1.43026934676223	-1.04874010156844	41.1113945444272	0.000244002197115355	0.000755780888874094
Zm00001eb418050	-1.66460551662753	-1.21400746021534	48.6488888461818	0.000244245923882519	0.000756452534402332
Zm00001eb379310	-0.412655031236338	5.25028044720504	41.0834306750322	0.000244550921535562	0.000757313772865328
Zm00001eb047490	0.526673352112299	4.02296201583416	41.0712650676351	0.000244790128191805	0.000757971105717393
Zm00001eb327340	-0.320874687602677	4.32094886308429	41.0492049832294	0.000245224638156324	0.000759232966863654
Zm00001eb394690	0.786845919500608	1.59710270796382	41.0464823185592	0.000245278332934951	0.000759250371652858
Zm00001eb115110	0.316301744610997	5.39681687300279	41.0461831636346	0.000245284233594683	0.000759250371652858
Zm00001eb271250	-0.464707774719032	3.76381073388952	41.0396735730454	0.000245412675867212	0.000759564380951391
Zm00001eb301630	0.310502368805273	5.96055254903111	41.0283890068162	0.00024563553526339	0.000760170514695878
Zm00001eb082850	0.34139971541081	6.34201406908243	41.0023472675352	0.000246150809230075	0.00076168135359425
Zm00001eb133780	-1.6005767031617	-0.440970290483857	40.9936907599367	0.000246322392609553	0.000762128471755983
Zm00001eb112950	-0.522966426654372	5.61055537750972	40.9598298991125	0.000246995009552078	0.000764125533179916
Zm00001eb052470	-0.419992001965575	4.35998105426056	40.9481749495553	0.000247227060630282	0.000764759331915598
Zm00001eb123110	-0.358533212048495	5.74041983991436	40.9267206463917	0.000247654936732739	0.000765923483468669
Zm00001eb321440	0.475994656219456	3.19902766980874	40.9265747718682	0.000247657849190107	0.000765923483468669
Zm00001eb400470	-0.583762794341971	2.36672682671418	40.9222626098023	0.000247743963155148	0.000766044521730098
Zm00001eb388260	0.339341869209541	4.12490217142976	40.9212185164691	0.000247764819396289	0.000766044521730098
Zm00001eb086710	-0.280105106895757	6.4675730939947	40.9205251148295	0.000247778671633749	0.000766044521730098
Zm00001eb074330	0.434673349566067	3.57711260127293	40.9167162868741	0.000247854778841918	0.000766195621133778
Zm00001eb212870	-0.438751178229524	3.053620025012	40.9124018576861	0.000247941024468344	0.000766378024872817
Zm00001eb440690	-0.556558503570635	2.10483773810788	40.9091971751754	0.000248005110698072	0.000766491902052022
Zm00001eb181970	-0.432450424981395	3.01712614767877	40.8907598643092	0.000248374220150916	0.000767548364425073
Zm00001eb148610	0.294875416750169	5.74108550191103	40.8884008125211	0.000248421497620587	0.000767610149814124
Zm00001eb116610	-0.47231008131588	2.71621849429164	40.8799486721915	0.000248590979098121	0.000768049484509834
Zm00001eb379710	-2.56530090719922	-1.96614116280637	40.8330557615865	0.000249533923313097	0.000770878159491675
Zm00001eb243520	-1.52444098275589	-0.67804066102409	40.8252566414477	0.000249691188645234	0.000771279304056324
Zm00001eb008500	0.485598157669842	2.9916262830215	40.8064630663311	0.000250070665231108	0.000772366680822482
Zm00001eb326030	-0.297580841008086	4.89657233341854	40.7968640183173	0.000250264768032245	0.000772881337411544
Zm00001eb154590	-0.693097099323371	1.83487505276905	40.7939412852903	0.000250323906469037	0.000772979122445383
Zm00001eb102850	0.329561626249818	4.4789227037894	40.7878875782856	0.000250446452921792	0.00077327266313671
Zm00001eb359900	1.06730822788558	0.521530212817813	40.7863515188366	0.000250477559721904	0.000773283843434219
Zm00001eb218840	-0.665938754551166	1.80268624021661	40.7808734036964	0.000250588536912076	0.000773541573127534
Zm00001eb329430	-0.786931821229658	1.02111800369953	40.7741312646081	0.000250725206153518	0.000773811437319273
Zm00001eb249840	-0.453824952647338	3.73931919026225	40.7738471085714	0.000250730968316005	0.000773811437319273
Zm00001eb293240	-0.313960241128964	5.5840092247621	40.7722519206065	0.000250763318897073	0.000773826391779123
Zm00001eb382010	-0.66850499215434	2.17378168505975	40.7706646449217	0.000250795514239101	0.00077384086396171
Zm00001eb275670	-0.790598945077007	1.03144456331185	40.7668888089566	0.00025087212196029	0.000773992354340475
Zm00001eb259400	-0.430811484766464	3.01458460602276	40.7549011870011	0.000251115533713346	0.000774658379988077
Zm00001eb169880	1.8473739873845	-0.85591010257913	40.7467124349707	0.000251281979597311	0.000775006740903492
Zm00001eb004900	-0.621117741154263	1.70400905031376	40.7466350416149	0.000251283553370358	0.000775006740903492
Zm00001eb350250	0.548940037114799	2.17558836129411	40.7433496418031	0.000251350372551241	0.000775127850636481
Zm00001eb396710	0.393213673924462	7.5043213269131	40.7052474396226	0.000252126942101003	0.00077743746044165
Zm00001eb340790	-0.28813985651662	5.4483012378848	40.6953533234324	0.000252329090796812	0.000777901202263329
Zm00001eb417370	0.409080692821506	11.3859586726259	40.6951799098229	0.000252332635666991	0.000777901202263329
Zm00001eb068290	0.450923059813869	3.63015898837772	40.6877991893576	0.000252483568405301	0.000778281222035142
Zm00001eb348230	0.286053397727947	5.44734508082952	40.6833432519985	0.000252574745612574	0.000778476982149885
Zm00001eb294720	-0.321583405861718	4.39299039633564	40.6810061845499	0.000252622583184413	0.000778484487101597
Zm00001eb378980	-0.93378400755427	0.561317252049828	40.6805207130712	0.000252632521761484	0.000778484487101597
