SCORE	NAME	GENE_MODEL
0.77173	True	Zm00022ab000010
0.93258	True	Zm00022ab000020
0.99569	True	Zm00022ab000050
0.25179	False	Zm00022ab000070
0.96995	True	Zm00022ab000080
0.98721	True	Zm00022ab000090
0.99939	True	Zm00022ab000100
0.99876	True	Zm00022ab000110
0.53448	True	Zm00022ab000120
0.25475	False	Zm00022ab000140
0.61718	True	Zm00022ab000170
0.99826	True	Zm00022ab000180
0.98348	True	Zm00022ab000190
0.98156	True	Zm00022ab000200
0.99815	True	Zm00022ab000210
0.54934	True	Zm00022ab000220
0.99282	True	Zm00022ab000230
0.99076	True	Zm00022ab000240
0.52244	True	Zm00022ab000250
0.9952	True	Zm00022ab000260
0.92827	True	Zm00022ab000270
0.16765	False	Zm00022ab000280
0.88846	True	Zm00022ab000300
0.82181	True	Zm00022ab000310
0.15324	False	Zm00022ab000340
0.40745	False	Zm00022ab000350
0.99076	True	Zm00022ab000360
0.99282	True	Zm00022ab000370
0.54934	True	Zm00022ab000380
0.99843	True	Zm00022ab000390
0.98348	True	Zm00022ab000400
0.91369	True	Zm00022ab000410
0.9948	True	Zm00022ab000420
0.93574	True	Zm00022ab000430
0.64935	True	Zm00022ab000440
0.9997	True	Zm00022ab000450
0.99047	True	Zm00022ab000460
0.9905	True	Zm00022ab000470
0.2563	False	Zm00022ab000480
0.03358	False	Zm00022ab000500
0.99848	True	Zm00022ab000510
0.65201	True	Zm00022ab000520
0.99213	True	Zm00022ab000530
0.83894	True	Zm00022ab000540
0.99121	True	Zm00022ab000550
0.99709	True	Zm00022ab000570
0.00798	False	Zm00022ab000580
0.99673	True	Zm00022ab000590
0.99936	True	Zm00022ab000600
0.9792	True	Zm00022ab000610
0.95054	True	Zm00022ab000620
0.48664	False	Zm00022ab000630
0.99122	True	Zm00022ab000640
0.99877	True	Zm00022ab000650
0.81463	True	Zm00022ab000660
0.14871	False	Zm00022ab000670
0.55288	True	Zm00022ab000680
0.10026	False	Zm00022ab000690
0.97111	True	Zm00022ab000700
0.99908	True	Zm00022ab000710
0.99365	True	Zm00022ab000720
0.98412	True	Zm00022ab000730
0.85097	True	Zm00022ab000740
0.97484	True	Zm00022ab000750
0.35501	False	Zm00022ab000760
0.9986	True	Zm00022ab000770
0.50414	True	Zm00022ab000780
0.99972	True	Zm00022ab000800
0.0401	False	Zm00022ab000810
0.8801	True	Zm00022ab000820
0.94792	True	Zm00022ab000830
0.99918	True	Zm00022ab000840
0.86957	True	Zm00022ab000850
0.99909	True	Zm00022ab000860
0.98465	True	Zm00022ab000870
0.86566	True	Zm00022ab000880
0.96785	True	Zm00022ab000890
0.88736	True	Zm00022ab000900
0.99559	True	Zm00022ab000910
0.99864	True	Zm00022ab000920
0.99996	True	Zm00022ab000930
0.98771	True	Zm00022ab000940
0.99943	True	Zm00022ab000950
0.98806	True	Zm00022ab000960
0.99607	True	Zm00022ab000970
0.87379	True	Zm00022ab000980
0.99641	True	Zm00022ab000990
0.99754	True	Zm00022ab001000
0.91262	True	Zm00022ab001010
0.99719	True	Zm00022ab001020
0.17029	False	Zm00022ab001030
0.99843	True	Zm00022ab001040
0.99986	True	Zm00022ab001050
0.99486	True	Zm00022ab001060
0.9998	True	Zm00022ab001070
0.01122	False	Zm00022ab001080
0.9964	True	Zm00022ab001090
0.99585	True	Zm00022ab001110
0.99767	True	Zm00022ab001120
0.99921	True	Zm00022ab001130
0.99646	True	Zm00022ab001140
0.34253	False	Zm00022ab001160
0.99668	True	Zm00022ab001170
0.99684	True	Zm00022ab001180
0.99336	True	Zm00022ab001190
0.99932	True	Zm00022ab001200
0.99807	True	Zm00022ab001210
0.97548	True	Zm00022ab001220
0.99667	True	Zm00022ab001230
0.99636	True	Zm00022ab001240
0.96596	True	Zm00022ab001250
0.99916	True	Zm00022ab001270
0.9995	True	Zm00022ab001280
0.97906	True	Zm00022ab001290
0.81087	True	Zm00022ab001300
0.9633	True	Zm00022ab001310
0.99281	True	Zm00022ab001320
0.96795	True	Zm00022ab001330
0.98484	True	Zm00022ab001340
0.99637	True	Zm00022ab001350
0.66805	True	Zm00022ab001360
0.99631	True	Zm00022ab001370
0.99183	True	Zm00022ab001380
0.96317	True	Zm00022ab001390
0.97609	True	Zm00022ab001400
0.99187	True	Zm00022ab001410
0.42877	False	Zm00022ab001420
0.96295	True	Zm00022ab001430
0.99672	True	Zm00022ab001440
0.98501	True	Zm00022ab001450
0.98443	True	Zm00022ab001460
0.99639	True	Zm00022ab001490
0.97169	True	Zm00022ab001500
0.98467	True	Zm00022ab001510
0.97254	True	Zm00022ab001520
0.99629	True	Zm00022ab001530
0.99755	True	Zm00022ab001540
0.96914	True	Zm00022ab001550
0.99528	True	Zm00022ab001560
0.96495	True	Zm00022ab001570
0.95702	True	Zm00022ab001580
0.99974	True	Zm00022ab001590
0.99008	True	Zm00022ab001600
0.98311	True	Zm00022ab001610
0.99308	True	Zm00022ab001630
0.25821	False	Zm00022ab001640
0.9958	True	Zm00022ab001650
0.99877	True	Zm00022ab001660
0.99999	True	Zm00022ab001670
0.99292	True	Zm00022ab001680
0.99869	True	Zm00022ab001690
0.99794	True	Zm00022ab001700
0.98968	True	Zm00022ab001710
0.95088	True	Zm00022ab001720
0.74939	True	Zm00022ab001730
0.98372	True	Zm00022ab001750
0.98661	True	Zm00022ab001760
0.98424	True	Zm00022ab001770
0.39543	False	Zm00022ab001780
0.99055	True	Zm00022ab001790
0.93822	True	Zm00022ab001800
0.22048	False	Zm00022ab001810
0.97667	True	Zm00022ab001820
0.99829	True	Zm00022ab001830
0.99984	True	Zm00022ab001840
0.99674	True	Zm00022ab001850
0.99869	True	Zm00022ab001860
0.99987	True	Zm00022ab001870
0.89942	True	Zm00022ab001880
0.99104	True	Zm00022ab001890
0.99485	True	Zm00022ab001900
0.97301	True	Zm00022ab001910
0.99997	True	Zm00022ab001920
0.99236	True	Zm00022ab001930
0.99227	True	Zm00022ab001940
0.9585	True	Zm00022ab001970
0.96989	True	Zm00022ab001980
0.93246	True	Zm00022ab001990
0.96475	True	Zm00022ab002000
0.99347	True	Zm00022ab002010
0.05591	False	Zm00022ab002030
0.99128	True	Zm00022ab002040
0.99747	True	Zm00022ab002050
0.99184	True	Zm00022ab002060
0.01632	False	Zm00022ab002070
0.99959	True	Zm00022ab002080
0.98432	True	Zm00022ab002090
0.99757	True	Zm00022ab002100
0.99706	True	Zm00022ab002120
0.81411	True	Zm00022ab002130
0.99151	True	Zm00022ab002140
0.98951	True	Zm00022ab002150
0.78641	True	Zm00022ab002160
0.99984	True	Zm00022ab002170
0.9988	True	Zm00022ab002180
0.98389	True	Zm00022ab002190
0.81198	True	Zm00022ab002200
0.99543	True	Zm00022ab002210
0.99216	True	Zm00022ab002220
0.98291	True	Zm00022ab002230
0.99107	True	Zm00022ab002240
0.99884	True	Zm00022ab002250
0.99048	True	Zm00022ab002260
0.99989	True	Zm00022ab002270
0.97653	True	Zm00022ab002280
0.98988	True	Zm00022ab002290
0.99851	True	Zm00022ab002300
0.99866	True	Zm00022ab002310
0.99816	True	Zm00022ab002320
0.98914	True	Zm00022ab002330
0.75154	True	Zm00022ab002340
0.36512	False	Zm00022ab002350
0.9873	True	Zm00022ab002360
0.99771	True	Zm00022ab002370
0.99945	True	Zm00022ab002380
0.85307	True	Zm00022ab002400
0.99918	True	Zm00022ab002410
