LABEL	NAME	GENE_MODEL
PF00004	ATPase family associated with various cellular activities (AAA)	Zm00022ab298780;Zm00022ab298780;Zm00022ab239830;Zm00022ab034130;Zm00022ab053290;Zm00022ab380720;Zm00022ab262400;Zm00022ab457930;Zm00022ab437480;Zm00022ab437480;Zm00022ab013890;Zm00022ab130380;Zm00022ab262400;Zm00022ab225010;Zm00022ab225010;Zm00022ab117000;Zm00022ab453850;Zm00022ab034130;Zm00022ab034130;Zm00022ab053290;Zm00022ab117000;Zm00022ab246030;Zm00022ab431240;Zm00022ab130380;Zm00022ab206730;Zm00022ab013890;Zm00022ab435210;Zm00022ab016470;Zm00022ab130380;Zm00022ab408640;Zm00022ab408640;Zm00022ab171100;Zm00022ab319430;Zm00022ab403520;Zm00022ab112520;Zm00022ab350760;Zm00022ab432060;Zm00022ab432060;Zm00022ab165950;Zm00022ab391890;Zm00022ab364460;Zm00022ab403520;Zm00022ab350760;Zm00022ab395090;Zm00022ab395090;Zm00022ab395090;Zm00022ab408640;Zm00022ab408640;Zm00022ab283240;Zm00022ab445690;Zm00022ab299600;Zm00022ab299600;Zm00022ab126090;Zm00022ab447150;Zm00022ab447150;Zm00022ab005610;Zm00022ab005610;Zm00022ab252780;Zm00022ab161740;Zm00022ab279050;Zm00022ab237310;Zm00022ab180760;Zm00022ab180760;Zm00022ab222460;Zm00022ab043810;Zm00022ab320350;Zm00022ab320350;Zm00022ab222460;Zm00022ab068170;Zm00022ab183050;Zm00022ab378130;Zm00022ab011680;Zm00022ab154110;Zm00022ab061660;Zm00022ab208540;Zm00022ab350800;Zm00022ab158810;Zm00022ab427960;Zm00022ab380770;Zm00022ab084820;Zm00022ab188420;Zm00022ab286480;Zm00022ab225700;Zm00022ab225700;Zm00022ab188420;Zm00022ab078740;Zm00022ab166920;Zm00022ab312940;Zm00022ab357330;Zm00022ab158010;Zm00022ab166920;Zm00022ab158010;Zm00022ab085300;Zm00022ab158010;Zm00022ab453260;Zm00022ab298760;Zm00022ab414440;Zm00022ab134890;Zm00022ab414440;Zm00022ab350460;Zm00022ab161320;Zm00022ab195390;Zm00022ab399330;Zm00022ab399330;Zm00022ab445700;Zm00022ab337350;Zm00022ab363310;Zm00022ab080770;Zm00022ab379970;Zm00022ab379970;Zm00022ab350460;Zm00022ab350460;Zm00022ab399330;Zm00022ab399330;Zm00022ab239160;Zm00022ab276020;Zm00022ab261350;Zm00022ab261350;Zm00022ab195390;Zm00022ab170790;Zm00022ab170790;Zm00022ab199090;Zm00022ab324400;Zm00022ab324400;Zm00022ab325760;Zm00022ab019970;Zm00022ab138980;Zm00022ab337240;Zm00022ab004430;Zm00022ab004430;Zm00022ab190860;Zm00022ab260730;Zm00022ab079460;Zm00022ab453830;Zm00022ab093140;Zm00022ab328810;Zm00022ab328810;Zm00022ab118150;Zm00022ab047730;Zm00022ab047730;Zm00022ab034120;Zm00022ab188240;Zm00022ab255330;Zm00022ab130030;Zm00022ab385040;Zm00022ab385040;Zm00022ab000110;Zm00022ab366190;Zm00022ab302710;Zm00022ab231270;Zm00022ab417770;Zm00022ab072530;Zm00022ab072530;Zm00022ab231270;Zm00022ab332880;Zm00022ab332880;Zm00022ab284520;Zm00022ab399950;Zm00022ab366190;Zm00022ab366190;Zm00022ab178110;Zm00022ab178110;Zm00022ab244320;Zm00022ab225000;Zm00022ab256050;Zm00022ab273700;Zm00022ab120850;Zm00022ab158000;Zm00022ab384260;Zm00022ab302720;Zm00022ab158000;Zm00022ab158000;Zm00022ab398330;Zm00022ab054400;Zm00022ab120850;Zm00022ab001190;Zm00022ab365270;Zm00022ab208240;Zm00022ab014450;Zm00022ab113210;Zm00022ab398330;Zm00022ab273700;Zm00022ab273700;Zm00022ab104430;Zm00022ab277270;Zm00022ab384260;Zm00022ab277470;Zm00022ab350970;Zm00022ab350970;Zm00022ab277470;Zm00022ab307710;Zm00022ab190360;Zm00022ab350970;Zm00022ab277470;Zm00022ab113320;Zm00022ab113320;Zm00022ab258210;Zm00022ab165970;Zm00022ab165970;Zm00022ab162940;Zm00022ab113320;Zm00022ab277470;Zm00022ab350970;Zm00022ab350970;Zm00022ab277470;Zm00022ab341580;Zm00022ab350970;Zm00022ab344880;Zm00022ab113320;Zm00022ab245000;Zm00022ab350970;Zm00022ab307710;Zm00022ab366670;Zm00022ab258210;Zm00022ab196890;Zm00022ab350970;Zm00022ab177410;Zm00022ab165970
PF00005	ABC transporter	Zm00022ab163200;Zm00022ab163200;Zm00022ab098210;Zm00022ab098210;Zm00022ab312380;Zm00022ab163200;Zm00022ab163200;Zm00022ab415280;Zm00022ab415280;Zm00022ab088890;Zm00022ab088890;Zm00022ab312380;Zm00022ab076440;Zm00022ab312380;Zm00022ab437810;Zm00022ab375640;Zm00022ab042500;Zm00022ab445810;Zm00022ab381860;Zm00022ab381860;Zm00022ab381860;Zm00022ab381860;Zm00022ab381860;Zm00022ab381860;Zm00022ab076440;Zm00022ab247080;Zm00022ab247080;Zm00022ab389740;Zm00022ab447920;Zm00022ab088690;Zm00022ab070330;Zm00022ab445810;Zm00022ab168450;Zm00022ab168450;Zm00022ab263530;Zm00022ab263530;Zm00022ab448170;Zm00022ab448170;Zm00022ab194150;Zm00022ab362110;Zm00022ab362110;Zm00022ab074760;Zm00022ab315730;Zm00022ab315730;Zm00022ab415110;Zm00022ab194150;Zm00022ab041840;Zm00022ab194150;Zm00022ab421500;Zm00022ab166290;Zm00022ab157400;Zm00022ab229710;Zm00022ab118450;Zm00022ab118450;Zm00022ab134790;Zm00022ab134790;Zm00022ab380080;Zm00022ab380080;Zm00022ab134790;Zm00022ab134790;Zm00022ab038030;Zm00022ab038030;Zm00022ab445490;Zm00022ab338220;Zm00022ab425990;Zm00022ab425990;Zm00022ab118450;Zm00022ab118450;Zm00022ab447900;Zm00022ab431360;Zm00022ab431360;Zm00022ab217160;Zm00022ab217160;Zm00022ab320450;Zm00022ab320450;Zm00022ab364030;Zm00022ab364030;Zm00022ab361530;Zm00022ab208110;Zm00022ab012920;Zm00022ab431360;Zm00022ab431360;Zm00022ab426390;Zm00022ab426390;Zm00022ab346890;Zm00022ab346890;Zm00022ab070190;Zm00022ab116140;Zm00022ab116140;Zm00022ab180450;Zm00022ab070770;Zm00022ab070770;Zm00022ab385640;Zm00022ab084260;Zm00022ab227750;Zm00022ab306660;Zm00022ab306660;Zm00022ab084260;Zm00022ab338210;Zm00022ab209060;Zm00022ab209060;Zm00022ab459410;Zm00022ab402650;Zm00022ab402650;Zm00022ab306660;Zm00022ab306660;Zm00022ab123850;Zm00022ab123850;Zm00022ab208210;Zm00022ab208210;Zm00022ab150130;Zm00022ab084260;Zm00022ab070410;Zm00022ab418180;Zm00022ab080600;Zm00022ab080600;Zm00022ab174580;Zm00022ab174580;Zm00022ab015830;Zm00022ab069340;Zm00022ab069340;Zm00022ab320440;Zm00022ab069340;Zm00022ab069340;Zm00022ab422540;Zm00022ab422540;Zm00022ab373720;Zm00022ab378300;Zm00022ab393620;Zm00022ab366590;Zm00022ab232970;Zm00022ab463120;Zm00022ab203800;Zm00022ab015830;Zm00022ab015830;Zm00022ab065940;Zm00022ab065940;Zm00022ab388550;Zm00022ab035600;Zm00022ab035600;Zm00022ab163480;Zm00022ab412340;Zm00022ab412340;Zm00022ab407930;Zm00022ab407930;Zm00022ab270870;Zm00022ab065770;Zm00022ab180440;Zm00022ab156050;Zm00022ab156050;Zm00022ab263320;Zm00022ab312180;Zm00022ab145270;Zm00022ab263320;Zm00022ab183510;Zm00022ab156050;Zm00022ab072880;Zm00022ab072880;Zm00022ab434650;Zm00022ab434650;Zm00022ab157360;Zm00022ab157360;Zm00022ab164190;Zm00022ab400320;Zm00022ab400320;Zm00022ab461490;Zm00022ab441260;Zm00022ab072880;Zm00022ab072880;Zm00022ab156060;Zm00022ab156060;Zm00022ab400770;Zm00022ab321770;Zm00022ab321770;Zm00022ab345330;Zm00022ab345330;Zm00022ab367050;Zm00022ab367050;Zm00022ab346640;Zm00022ab177540;Zm00022ab177540;Zm00022ab004600;Zm00022ab344450;Zm00022ab348370;Zm00022ab348370;Zm00022ab141610;Zm00022ab141610;Zm00022ab200990;Zm00022ab200990;Zm00022ab190120;Zm00022ab190120;Zm00022ab316220;Zm00022ab340890;Zm00022ab163210;Zm00022ab163210;Zm00022ab364020;Zm00022ab364020;Zm00022ab364020;Zm00022ab364020;Zm00022ab070270;Zm00022ab344450;Zm00022ab426210;Zm00022ab039180;Zm00022ab039180;Zm00022ab015790;Zm00022ab342700;Zm00022ab342700;Zm00022ab243930;Zm00022ab356510;Zm00022ab338230;Zm00022ab364280;Zm00022ab291620;Zm00022ab131390;Zm00022ab131390;Zm00022ab045340;Zm00022ab131390;Zm00022ab131390;Zm00022ab047700;Zm00022ab243900;Zm00022ab131390;Zm00022ab131390;Zm00022ab089600;Zm00022ab089600;Zm00022ab438480;Zm00022ab438480;Zm00022ab281850;Zm00022ab282310;Zm00022ab282310;Zm00022ab430390;Zm00022ab430390;Zm00022ab391850;Zm00022ab430390;Zm00022ab430390;Zm00022ab348360;Zm00022ab141090;Zm00022ab141090;Zm00022ab391850;Zm00022ab328910;Zm00022ab391850;Zm00022ab114350;Zm00022ab310570;Zm00022ab015860;Zm00022ab015860;Zm00022ab223620;Zm00022ab430390;Zm00022ab430390;Zm00022ab003810;Zm00022ab003810;Zm00022ab092160;Zm00022ab015860;Zm00022ab015860;Zm00022ab382150;Zm00022ab310570;Zm00022ab348360;Zm00022ab348360;Zm00022ab348360;Zm00022ab012770;Zm00022ab012770;Zm00022ab427430;Zm00022ab310570;Zm00022ab328910;Zm00022ab328910;Zm00022ab003810;Zm00022ab003810;Zm00022ab328910;Zm00022ab328910;Zm00022ab114350
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	Zm00022ab456260;Zm00022ab456490;Zm00022ab282110;Zm00022ab282110;Zm00022ab282110;Zm00022ab282110;Zm00022ab348680;Zm00022ab209640;Zm00022ab209640;Zm00022ab026030;Zm00022ab455130;Zm00022ab026030;Zm00022ab462990;Zm00022ab157950;Zm00022ab183640;Zm00022ab451700;Zm00022ab390140;Zm00022ab462340;Zm00022ab274140;Zm00022ab146890;Zm00022ab025540;Zm00022ab459050;Zm00022ab183560;Zm00022ab458870;Zm00022ab457240;Zm00022ab452520;Zm00022ab300190;Zm00022ab236590
PF00009	Elongation factor Tu GTP binding domain	Zm00022ab087560;Zm00022ab330420;Zm00022ab330420;Zm00022ab436340;Zm00022ab064330;Zm00022ab210430;Zm00022ab290080;Zm00022ab291300;Zm00022ab291300;Zm00022ab291300;Zm00022ab291300;Zm00022ab352140;Zm00022ab053550;Zm00022ab290080;Zm00022ab376840;Zm00022ab154990;Zm00022ab082210;Zm00022ab154990;Zm00022ab281670;Zm00022ab281670;Zm00022ab281670;Zm00022ab281670;Zm00022ab096140;Zm00022ab108370;Zm00022ab383020;Zm00022ab281670;Zm00022ab075910;Zm00022ab066620;Zm00022ab066620;Zm00022ab213170;Zm00022ab426810;Zm00022ab066620;Zm00022ab213170;Zm00022ab213170;Zm00022ab330250;Zm00022ab249590;Zm00022ab064360;Zm00022ab064360;Zm00022ab240080;Zm00022ab108200;Zm00022ab351930;Zm00022ab289880;Zm00022ab289860;Zm00022ab240080;Zm00022ab351930;Zm00022ab351930;Zm00022ab289860;Zm00022ab065150;Zm00022ab065150;Zm00022ab065150;Zm00022ab064370;Zm00022ab064370;Zm00022ab289830;Zm00022ab350930;Zm00022ab289830;Zm00022ab064790;Zm00022ab064790;Zm00022ab433640;Zm00022ab064790;Zm00022ab289840;Zm00022ab064790;Zm00022ab391070;Zm00022ab391070;Zm00022ab391070;Zm00022ab391070;Zm00022ab391070;Zm00022ab391070;Zm00022ab185670;Zm00022ab391970
PF00010	Helix-loop-helix DNA-binding domain	Zm00022ab102190;Zm00022ab102230;Zm00022ab256000;Zm00022ab102190;Zm00022ab407680;Zm00022ab102230;Zm00022ab258960;Zm00022ab102230;Zm00022ab102230;Zm00022ab145040;Zm00022ab256000;Zm00022ab429340;Zm00022ab242740;Zm00022ab264600;Zm00022ab102230;Zm00022ab102230;Zm00022ab037990;Zm00022ab102190;Zm00022ab052830;Zm00022ab059900;Zm00022ab059900;Zm00022ab006850;Zm00022ab122350;Zm00022ab041950;Zm00022ab194890;Zm00022ab256000;Zm00022ab314590;Zm00022ab262490;Zm00022ab369280;Zm00022ab371060;Zm00022ab409310;Zm00022ab009630;Zm00022ab206790;Zm00022ab280740;Zm00022ab381170;Zm00022ab381170;Zm00022ab294310;Zm00022ab142180;Zm00022ab427490;Zm00022ab086250;Zm00022ab262490;Zm00022ab062690;Zm00022ab259560;Zm00022ab369280;Zm00022ab265730;Zm00022ab256260;Zm00022ab379650;Zm00022ab381170;Zm00022ab086250;Zm00022ab262490;Zm00022ab262490;Zm00022ab427490;Zm00022ab056450;Zm00022ab318560;Zm00022ab435660;Zm00022ab435660;Zm00022ab435660;Zm00022ab435660;Zm00022ab421780;Zm00022ab324010;Zm00022ab114190;Zm00022ab437490;Zm00022ab114190;Zm00022ab306750;Zm00022ab124970;Zm00022ab114190;Zm00022ab181460;Zm00022ab109350;Zm00022ab427110;Zm00022ab427110;Zm00022ab033690;Zm00022ab306750;Zm00022ab196360;Zm00022ab011330;Zm00022ab324010;Zm00022ab190080;Zm00022ab161570;Zm00022ab161570;Zm00022ab350610;Zm00022ab002560;Zm00022ab103520;Zm00022ab101140;Zm00022ab082650;Zm00022ab390190;Zm00022ab210850;Zm00022ab210850;Zm00022ab174910;Zm00022ab037510;Zm00022ab174910;Zm00022ab388660;Zm00022ab210850;Zm00022ab424020;Zm00022ab177290;Zm00022ab406960;Zm00022ab032150;Zm00022ab037510;Zm00022ab037510;Zm00022ab445130;Zm00022ab108030;Zm00022ab403590;Zm00022ab005690;Zm00022ab103520;Zm00022ab103520;Zm00022ab103520;Zm00022ab005720;Zm00022ab009640;Zm00022ab321900;Zm00022ab001820;Zm00022ab321900;Zm00022ab321900;Zm00022ab321900;Zm00022ab102640;Zm00022ab415500;Zm00022ab032570;Zm00022ab001820;Zm00022ab443790;Zm00022ab102050;Zm00022ab083330;Zm00022ab201030;Zm00022ab175990;Zm00022ab329980;Zm00022ab338150;Zm00022ab338150;Zm00022ab338150;Zm00022ab338150;Zm00022ab338150;Zm00022ab321900;Zm00022ab308520;Zm00022ab107890;Zm00022ab250010;Zm00022ab215500;Zm00022ab329980;Zm00022ab277280;Zm00022ab403550;Zm00022ab052820;Zm00022ab018140;Zm00022ab018140;Zm00022ab018140;Zm00022ab018140;Zm00022ab340470;Zm00022ab023030;Zm00022ab114430;Zm00022ab434790;Zm00022ab241410;Zm00022ab322660;Zm00022ab322660;Zm00022ab120350;Zm00022ab100310;Zm00022ab103790;Zm00022ab052840;Zm00022ab100310;Zm00022ab345140;Zm00022ab345140;Zm00022ab345140;Zm00022ab032170;Zm00022ab363250;Zm00022ab023030;Zm00022ab212110;Zm00022ab009510;Zm00022ab009510;Zm00022ab009510;Zm00022ab321850;Zm00022ab233220;Zm00022ab009510;Zm00022ab009510;Zm00022ab343590;Zm00022ab009510;Zm00022ab323500;Zm00022ab144170;Zm00022ab288810;Zm00022ab323500;Zm00022ab009510;Zm00022ab233220;Zm00022ab247860;Zm00022ab243550;Zm00022ab144170;Zm00022ab087010;Zm00022ab323500;Zm00022ab161800;Zm00022ab087010;Zm00022ab009510;Zm00022ab061680;Zm00022ab145870;Zm00022ab009510;Zm00022ab009510;Zm00022ab009510;Zm00022ab056230;Zm00022ab056230;Zm00022ab323500;Zm00022ab363010;Zm00022ab233220;Zm00022ab255490;Zm00022ab255490;Zm00022ab003080;Zm00022ab255060;Zm00022ab320810;Zm00022ab324500;Zm00022ab023960;Zm00022ab121310;Zm00022ab156940;Zm00022ab026530;Zm00022ab131140;Zm00022ab257330;Zm00022ab406170;Zm00022ab406170;Zm00022ab255060;Zm00022ab115690;Zm00022ab003080;Zm00022ab255060;Zm00022ab255490;Zm00022ab255490;Zm00022ab255490;Zm00022ab255490;Zm00022ab074770;Zm00022ab436930;Zm00022ab395440;Zm00022ab101860;Zm00022ab100190;Zm00022ab035550;Zm00022ab167780;Zm00022ab172300;Zm00022ab035550;Zm00022ab035550;Zm00022ab170980;Zm00022ab170980;Zm00022ab101860;Zm00022ab034430;Zm00022ab321330;Zm00022ab156860;Zm00022ab051640;Zm00022ab286840;Zm00022ab286840;Zm00022ab218100;Zm00022ab231610;Zm00022ab329460;Zm00022ab070910;Zm00022ab070910;Zm00022ab070910;Zm00022ab070910;Zm00022ab351230;Zm00022ab404700;Zm00022ab321590;Zm00022ab038460;Zm00022ab231610;Zm00022ab136380;Zm00022ab404700;Zm00022ab218100;Zm00022ab051640;Zm00022ab329460;Zm00022ab231610;Zm00022ab117950;Zm00022ab331960;Zm00022ab036660;Zm00022ab377950;Zm00022ab190830;Zm00022ab103060;Zm00022ab431620;Zm00022ab393480;Zm00022ab196960;Zm00022ab218190;Zm00022ab450130;Zm00022ab262030;Zm00022ab103060;Zm00022ab057160;Zm00022ab423170;Zm00022ab283370;Zm00022ab178430;Zm00022ab431620;Zm00022ab190830;Zm00022ab450130;Zm00022ab375610;Zm00022ab161420;Zm00022ab338360;Zm00022ab375610;Zm00022ab036660;Zm00022ab218190;Zm00022ab283370;Zm00022ab190830;Zm00022ab424060;Zm00022ab150430;Zm00022ab057160
PF00011	Hsp20/alpha crystallin family	Zm00022ab090830;Zm00022ab010480;Zm00022ab225910;Zm00022ab034990;Zm00022ab126470;Zm00022ab048030;Zm00022ab296920;Zm00022ab126470;Zm00022ab462710;Zm00022ab358750;Zm00022ab196390;Zm00022ab225920;Zm00022ab196390;Zm00022ab053340;Zm00022ab196390;Zm00022ab455770;Zm00022ab211420;Zm00022ab400460;Zm00022ab011820;Zm00022ab123300;Zm00022ab033400;Zm00022ab378230;Zm00022ab140800;Zm00022ab343480;Zm00022ab113710;Zm00022ab463420;Zm00022ab377100;Zm00022ab126490;Zm00022ab328770;Zm00022ab459570;Zm00022ab280590;Zm00022ab302550;Zm00022ab027660;Zm00022ab027660;Zm00022ab011860;Zm00022ab082180;Zm00022ab302550;Zm00022ab459490;Zm00022ab225190;Zm00022ab429600;Zm00022ab126480;Zm00022ab363510;Zm00022ab225200;Zm00022ab126460;Zm00022ab220740;Zm00022ab237710;Zm00022ab340420;Zm00022ab027650;Zm00022ab261290;Zm00022ab400510;Zm00022ab341360;Zm00022ab239080;Zm00022ab403270;Zm00022ab256390;Zm00022ab027650;Zm00022ab027500
PF00012	Hsp70 protein	Zm00022ab030220;Zm00022ab030220;Zm00022ab030220;Zm00022ab030220;Zm00022ab030220;Zm00022ab030220;Zm00022ab426460;Zm00022ab135080;Zm00022ab012450;Zm00022ab012450;Zm00022ab030220;Zm00022ab222540;Zm00022ab222540;Zm00022ab278650;Zm00022ab043970;Zm00022ab278650;Zm00022ab222540;Zm00022ab222540;Zm00022ab227860;Zm00022ab399450;Zm00022ab429980;Zm00022ab227860;Zm00022ab430070;Zm00022ab137850;Zm00022ab137850;Zm00022ab438870;Zm00022ab316110;Zm00022ab170900;Zm00022ab170900;Zm00022ab352640;Zm00022ab352640;Zm00022ab416120;Zm00022ab449290;Zm00022ab212160;Zm00022ab449290;Zm00022ab219490;Zm00022ab449290;Zm00022ab429970;Zm00022ab315270;Zm00022ab133530;Zm00022ab102800;Zm00022ab091850;Zm00022ab091850;Zm00022ab323400;Zm00022ab322880;Zm00022ab236940;Zm00022ab357400;Zm00022ab357400;Zm00022ab357400;Zm00022ab191120;Zm00022ab233200;Zm00022ab217420;Zm00022ab398140;Zm00022ab217420;Zm00022ab417320;Zm00022ab351670;Zm00022ab166900;Zm00022ab166900;Zm00022ab429950;Zm00022ab166900;Zm00022ab054270;Zm00022ab054270;Zm00022ab288250;Zm00022ab149830;Zm00022ab166900;Zm00022ab352660;Zm00022ab198350;Zm00022ab217430;Zm00022ab436170;Zm00022ab117050;Zm00022ab373570;Zm00022ab012470;Zm00022ab428650;Zm00022ab430050;Zm00022ab428650;Zm00022ab288430;Zm00022ab430000;Zm00022ab428650;Zm00022ab402830;Zm00022ab293200;Zm00022ab405380;Zm00022ab133520;Zm00022ab256340
PF00013	KH domain	Zm00022ab173070;Zm00022ab221380;Zm00022ab221380;Zm00022ab221380;Zm00022ab280670;Zm00022ab280670;Zm00022ab282900;Zm00022ab282900;Zm00022ab282900;Zm00022ab282900;Zm00022ab282900;Zm00022ab282900;Zm00022ab214560;Zm00022ab023540;Zm00022ab023540;Zm00022ab023540;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab439620;Zm00022ab023540;Zm00022ab023540;Zm00022ab023540;Zm00022ab243420;Zm00022ab243420;Zm00022ab032120;Zm00022ab032120;Zm00022ab032120;Zm00022ab439620;Zm00022ab102980;Zm00022ab102980;Zm00022ab102980;Zm00022ab223640;Zm00022ab223640;Zm00022ab223640;Zm00022ab223640;Zm00022ab032120;Zm00022ab032120;Zm00022ab032120;Zm00022ab208830;Zm00022ab233870;Zm00022ab233870;Zm00022ab233870;Zm00022ab208830;Zm00022ab086100;Zm00022ab086100;Zm00022ab086100;Zm00022ab396250;Zm00022ab396250;Zm00022ab396250;Zm00022ab393270;Zm00022ab393270;Zm00022ab393270;Zm00022ab057130;Zm00022ab057130;Zm00022ab208830;Zm00022ab193450;Zm00022ab193450;Zm00022ab193450;Zm00022ab345150;Zm00022ab345150;Zm00022ab345150;Zm00022ab345150;Zm00022ab345150;Zm00022ab225440;Zm00022ab358160;Zm00022ab311570;Zm00022ab311570;Zm00022ab311570;Zm00022ab358160;Zm00022ab225440;Zm00022ab308820;Zm00022ab175850;Zm00022ab175850;Zm00022ab175850;Zm00022ab175850;Zm00022ab427570;Zm00022ab264760;Zm00022ab264760;Zm00022ab308820;Zm00022ab161580;Zm00022ab374530;Zm00022ab207720;Zm00022ab207720;Zm00022ab207720;Zm00022ab207720;Zm00022ab161580;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab397240;Zm00022ab207720;Zm00022ab207720;Zm00022ab096070;Zm00022ab225450;Zm00022ab295860;Zm00022ab295860;Zm00022ab045300;Zm00022ab045300;Zm00022ab045300;Zm00022ab045300;Zm00022ab045300;Zm00022ab263470;Zm00022ab263470;Zm00022ab263470;Zm00022ab263470;Zm00022ab263470;Zm00022ab263470;Zm00022ab306140;Zm00022ab062750;Zm00022ab067520;Zm00022ab330570;Zm00022ab067520;Zm00022ab120110;Zm00022ab226210;Zm00022ab226210;Zm00022ab226210;Zm00022ab369440;Zm00022ab226210;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab446050;Zm00022ab446050;Zm00022ab446050;Zm00022ab151180;Zm00022ab446050;Zm00022ab446050;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab018060;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab419930;Zm00022ab369430;Zm00022ab363020
PF00016	Ribulose bisphosphate carboxylase large chain, catalytic domain	Zm00022ab025530;Zm00022ab456480;Zm00022ab026040;Zm00022ab106300;Zm00022ab455120;Zm00022ab456250;Zm00022ab441690
PF00018	SH3 domain	Zm00022ab075810;Zm00022ab075810;Zm00022ab075810;Zm00022ab433730
